USB Serial Initialized
Ticks, Kd, Kp, V, Pr, Pm, T
449, 0, 25, 0, 224, 224, 0
450, 0, 25, 0, 224, 224, 0
451, 0, 25, 0, 224, 224, 0
452, 0, 25, 0, 224, 224, 0
453, 0, 25, 0, 224, 224, 0
454, 0, 25, 0, 224, 224, 0
455, 0, 25, 0, 224, 224, 0
456, 0, 25, 0, 224, 224, 0
457, 0, 25, 0, 224, 224, 0
458, 0, 25, 0, 224, 224, 0
459, 0, 25, 0, 224, 224, 0
460, 0, 25, 0, 224, 224, 0
461, 0, 25, 0, 224, 224, 0


