Ticks, Kd, Kp, V, Pr, Pm, T
1227, 0, 105, 0, 450, 450, 0
1228, 0, 105, 0, 450, 450, 0
1229, 0, 105, 0, 450, 450, 0
1230, 0, 105, 0, 450, 450, 0
1231, 0, 105, 0, 450, 450, 0
1232, 0, 105, 0, 450, 450, 0
1233, 0, 105, 0, 434, 450, -1680
1234, 0, 105, -1, 434, 448, -1470
1235, 0, 105, 0, 434, 448, -1470
1236, 0, 105, -1, 434, 447, -1365
1237, 0, 105, 0, 434, 446, -1260
1238, 0, 105, 0, 434, 445, -1260
1239, 0, 105, 0, 434, 444, -1050
1240, 0, 105, 0, 434, 444, -1050
1241, 0, 105, -1, 434, 442, -840
1242, 0, 105, 0, 434, 442, -840
1243, 0, 105, -1, 434, 440, -630
1244, 0, 105, 0, 434, 440, -630
1245, 0, 105, -1, 434, 439, -525
1246, 0, 105, 0, 434, 438, -420
1247, 0, 105, -1, 434, 437, -315
1248, 0, 105, -1, 434, 436, -210
1249, 0, 105, 0, 434, 436, -210
1250, 0, 105, -1, 434, 434, 0
1251, 0, 105, 0, 434, 434, 0
1252, 0, 105, 0, 434, 434, 0
1253, 0, 105, 0, 434, 434, 0
1254, 0, 105, 0, 434, 434, 0
1255, 0, 105, 0, 434, 434, 0
1256, 0, 105, 0, 434, 434, 0
1257, 0, 105, 0, 434, 434, 0
1258, 0, 105, 0, 434, 434, 0
1259, 0, 105, 0, 434, 434, 0
1260, 0, 105, 0, 434, 434, 0
1261, 0, 105, 0, 434, 434, 0
1262, 0, 105, 0, 434, 434, 0
1263, 0, 105, 0, 434, 434, 0
1264, 0, 105, 0, 434, 434, 0
1265, 0, 105, 0, 434, 434, 0
1266, 0, 105, 0, 434, 434, 0
1267, 0, 105, 0, 434, 434, 0
1268, 0, 105, 0, 434, 434, 0
1269, 0, 105, 0, 434, 434, 0
1270, 0, 105, 0, 434, 434, 0
1271, 0, 105, 0, 434, 434, 0
1272, 0, 105, 0, 434, 434, 0
1273, 0, 105, 0, 434, 434, 0
1274, 0, 105, 0, 418, 434, -1680
1275, 0, 105, 0, 418, 434, -1680
1276, 0, 105, -1, 418, 433, -1575
1277, 0, 105, 0, 418, 432, -1470
1278, 0, 105, -1, 418, 431, -1365
1279, 0, 105, 0, 418, 430, -1260
1280, 0, 105, 0, 418, 430, -1260
1281, 0, 105, -1, 418, 428, -1050
1282, 0, 105, 0, 418, 428, -1050
1283, 0, 105, -1, 418, 426, -840
1284, 0, 105, 0, 418, 426, -840
1285, 0, 105, -1, 418, 425, -735
1286, 0, 105, 0, 418, 424, -630
1287, 0, 105, -1, 418, 423, -525
1288, 0, 105, 0, 418, 422, -420
1289, 0, 105, 0, 418, 422, -420
1290, 0, 105, -1, 418, 420, -210
1291, 0, 105, 0, 418, 420, -210
1292, 0, 105, -1, 418, 418, 0
1293, 0, 105, 0, 418, 418, 0
1294, 0, 105, 0, 418, 418, 0
1295, 0, 105, 0, 418, 418, 0
1296, 0, 105, 0, 418, 418, 0
1297, 0, 105, 0, 418, 418, 0
1298, 0, 105, 0, 418, 418, 0
1299, 0, 105, 0, 418, 418, 0
1300, 0, 105, 0, 418, 418, 0
1301, 0, 105, 0, 418, 418, 0
1302, 0, 105, 0, 418, 418, 0
1303, 0, 105, 0, 418, 418, 0
1304, 0, 105, 0, 418, 418, 0
1305, 0, 105, 0, 418, 418, 0
1306, 0, 105, 0, 418, 418, 0
1307, 0, 105, 0, 418, 418, 0
1308, 0, 105, 0, 418, 418, 0
1309, 0, 105, 0, 418, 418, 0
1310, 0, 105, 0, 418, 418, 0
1311, 0, 105, 0, 418, 418, 0
1312, 0, 105, 0, 418, 418, 0
1313, 0, 105, 0, 418, 418, 0
1314, 0, 105, 0, 418, 418, 0
1315, 0, 105, 0, 418, 418, 0
1316, 0, 105, 0, 418, 418, 0
1317, 0, 105, 0, 418, 418, 0
1318, 0, 105, 0, 418, 418, 0
1319, 0, 105, 0, 418, 418, 0
1320, 0, 105, 0, 418, 418, 0
1321, 0, 105, 0, 418, 418, 0
1322, 0, 105, 0, 418, 418, 0
1323, 0, 105, 0, 418, 418, 0
1324, 0, 105, 0, 418, 418, 0
1325, 0, 105, 0, 418, 418, 0
1326, 0, 105, 0, 418, 418, 0
1327, 0, 105, 0, 418, 418, 0
1328, 0, 105, 0, 418, 418, 0
1329, 0, 105, 0, 418, 418, 0
1330, 0, 105, 0, 418, 418, 0
1331, 0, 105, 0, 418, 418, 0
1332, 0, 105, 0, 418, 418, 0
1333, 0, 105, 0, 418, 418, 0
1334, 0, 105, 0, 418, 418, 0
1335, 0, 105, 0, 418, 418, 0
1336, 0, 105, 0, 418, 418, 0
1337, 0, 105, 0, 418, 418, 0
1338, 0, 105, 0, 418, 418, 0
1339, 0, 105, 0, 418, 418, 0
1340, 0, 105, 0, 418, 418, 0
Command does not compute.
1341, 0, 105, 0, 418, 418, 0
1342, 0, 105, 0, 418, 418, 0
1343, 0, 105, 0, 418, 418, 0
1344, 0, 105, 0, 418, 418, 0
1345, 0, 105, 0, 418, 418, 0
1346, 0, 105, 0, 418, 418, 0
1347, 0, 105, 0, 418, 418, 0
1348, 0, 105, 0, 418, 418, 0
1349, 0, 105, 0, 418, 418, 0
1350, 0, 105, 0, 418, 418, 0
1351, 0, 105, 0, 418, 418, 0
1352, 0, 105, 0, 418, 418, 0
1353, 0, 105, 0, 418, 418, 0
1354, 0, 105, 0, 418, 418, 0
1355, 0, 105, 0, 418, 418, 0


