USB Serial Initialized
Ticks, Kd, Kp, V, Pr, Pm, T
1600, 0, 25, 0, 1350, 1350, 0
1601, 0, 25, 0, 1350, 1350, 0
1602, 0, 25, 0, 1350, 1350, 0
1603, 0, 25, 0, 1350, 1350, 0
1604, 0, 25, 0, 1350, 1350, 0
1605, 0, 25, 0, 1350, 1350, 0
1606, 0, 25, 0, 1350, 1350, 0
1607, 0, 25, 0, 1350, 1350, 0
1608, 0, 25, 0, 1350, 1350, 0
1609, 0, 25, 0, 1350, 1350, 0
1610, 0, 25, 0, 1350, 1350, 0
1611, 0, 25, 0, 1350, 1350, 0
1612, 0, 25, 0, 1350, 1350, 0
1613, 0, 25, 0, 1350, 1350, 0
1614, 0, 25, 0, 1350, 1350, 0
1615, 0, 25, 0, 1350, 1350, 0
1616, 0, 25, 0, 1366, 1350, 400
1617, 0, 25, 1, 1366, 1353, 350
1618, 0, 25, 2, 1366, 1356, 250
1619, 0, 25, 1, 1366, 1360, 175
1620, 0, 25, 2, 1366, 1362, 100
1621, 0, 25, 1, 1366, 1365, 25
1622, 0, 25, 0, 1366, 1366, 0
1623, 0, 25, 0, 1366, 1366, 0
1624, 0, 25, 0, 1366, 1366, 0
1625, 0, 25, 0, 1366, 1366, 0
1626, 0, 25, 0, 1366, 1366, 0
1627, 0, 25, 0, 1366, 1366, 0
1628, 0, 25, 0, 1366, 1366, 0
1629, 0, 25, 0, 1366, 1366, 0
1630, 0, 25, 0, 1366, 1366, 0
1631, 0, 25, 0, 1366, 1366, 0
1632, 0, 25, 0, 1366, 1366, 0
1633, 0, 25, 0, 1366, 1366, 0
1634, 0, 25, 0, 1366, 1366, 0
1635, 0, 25, 0, 1366, 1366, 0
1636, 0, 25, 0, 1366, 1366, 0
1637, 0, 25, 0, 1366, 1366, 0
1638, 0, 25, 0, 1366, 1366, 0
1639, 0, 25, 0, 1366, 1366, 0
1640, 0, 25, 0, 1350, 1365, -400
1641, 0, 25, -2, 1350, 1362, -300
1642, 0, 25, -1, 1350, 1359, -250
1643, 0, 25, -2, 1350, 1356, -150
1644, 0, 25, -2, 1350, 1353, -75
1645, 0, 25, -2, 1350, 1350, 0
1646, 0, 25, 0, 1350, 1350, 0
1647, 0, 25, 0, 1350, 1350, 0
1648, 0, 25, 0, 1350, 1350, 0
1649, 0, 25, 0, 1350, 1350, 0
1650, 0, 25, 0, 1350, 1350, 0
1651, 0, 25, 0, 1350, 1350, 0
1652, 0, 25, 0, 1350, 1350, 0
1653, 0, 25, 0, 1350, 1350, 0
1654, 0, 25, 0, 1350, 1350, 0
1655, 0, 25, 0, 1350, 1350, 0
1656, 0, 25, 0, 1350, 1350, 0
1657, 0, 25, 0, 1350, 1350, 0
1658, 0, 25, 0, 1350, 1350, 0
1659, 0, 25, 0, 1350, 1350, 0
1660, 0, 25, 0, 1350, 1350, 0
1661, 0, 25, 0, 1350, 1350, 0
1662, 0, 25, 0, 1350, 1350, 0
1663, 0, 25, 0, 1350, 1350, 0
1664, 0, 25, 0, 1350, 1350, 0
1665, 0, 25, 0, 1350, 1350, 0
1666, 0, 25, 0, 1350, 1350, 0
1667, 0, 25, 0, 1350, 1350, 0
1668, 0, 25, 0, 1350, 1350, 0
1669, 0, 25, 0, 1350, 1350, 0
1670, 0, 25, 0, 1350, 1350, 0
1671, 0, 25, 0, 1350, 1350, 0
1672, 0, 25, 0, 1350, 1350, 0
1673, 0, 25, 0, 1350, 1350, 0
1674, 0, 25, 0, 1334, 1350, 0
1675, 0, 25, -1, 1334, 1349, -375
1676, 0, 25, -2, 1334, 1346, -300
1677, 0, 25, -1, 1334, 1343, -225
1678, 0, 25, -2, 1334, 1340, -150
1679, 0, 25, -1, 1334, 1336, -75
1680, 0, 25, -2, 1334, 1334, 0
1681, 0, 25, 0, 1334, 1334, 0
1682, 0, 25, 0, 1334, 1334, 0
1683, 0, 25, 0, 1334, 1334, 0
1684, 0, 25, 0, 1334, 1334, 0
1685, 0, 25, 0, 1334, 1334, 0
1686, 0, 25, 0, 1334, 1334, 0
1687, 0, 25, 0, 1334, 1334, 0
1688, 0, 25, 0, 1334, 1334, 0
1689, 0, 25, 0, 1334, 1334, 0
1690, 0, 25, 0, 1334, 1334, 0
1691, 0, 25, 0, 1334, 1334, 0
1692, 0, 25, 0, 1334, 1334, 0
1693, 0, 25, 0, 1334, 1334, 0
1694, 0, 25, 0, 1334, 1334, 0
1695, 0, 25, 0, 1334, 1334, 0
1696, 0, 25, 0, 1334, 1334, 0
1697, 0, 25, 0, 1334, 1334, 0
1698, 0, 25, 0, 1334, 1334, 0
1699, 0, 25, 0, 1334, 1334, 0
1700, 0, 25, 0, 1334, 1334, 0
1701, 0, 25, 0, 1334, 1334, 0
1702, 0, 25, 0, 1334, 1334, 0
1703, 0, 25, 0, 1334, 1334, 0
1704, 0, 25, 0, 1334, 1334, 0
1705, 0, 25, 0, 1206, 1334, -1250
1706, 0, 25, -2, 1206, 1332, -1250
1707, 0, 25, -1, 1206, 1330, -1250
1708, 0, 25, -2, 1206, 1326, -1250
1709, 0, 25, -1, 1206, 1323, -1250
1710, 0, 25, -2, 1206, 1320, -1250
1711, 0, 25, -1, 1206, 1317, -1250
1712, 0, 25, -2, 1206, 1314, -1250
1713, 0, 25, -1, 1206, 1310, -1250
1714, 0, 25, -2, 1206, 1308, -1250
1715, 0, 25, -2, 1206, 1304, -1250
1716, 0, 25, -1, 1206, 1302, -1250
1717, 0, 25, -2, 1206, 1298, -1250
1718, 0, 25, -1, 1206, 1295, -1250
1719, 0, 25, -2, 1206, 1292, -1250
1720, 0, 25, -1, 1206, 1289, -1250
1721, 0, 25, -2, 1206, 1286, -1250
1722, 0, 25, -1, 1206, 1282, -1250
1723, 0, 25, -2, 1206, 1280, -1250
1724, 0, 25, -2, 1206, 1276, -1250
1725, 0, 25, -1, 1206, 1273, -1250
1726, 0, 25, -2, 1206, 1270, -1250
1727, 0, 25, -1, 1206, 1268, -1250
1728, 0, 25, -2, 1206, 1264, -1250
1729, 0, 25, 0, 1206, 1261, -1250
1730, 0, 25, -2, 1206, 1258, -1250
1731, 0, 25, -1, 1206, 1254, -1225
1732, 0, 25, -2, 1206, 1252, -1150
1733, 0, 25, -1, 1206, 1248, -1075
1734, 0, 25, -2, 1206, 1246, -1000
1735, 0, 25, -2, 1206, 1242, -900
1736, 0, 25, -1, 1206, 1239, -850
1737, 0, 25, -2, 1206, 1236, -750
1738, 0, 25, -1, 1206, 1233, -675
1739, 0, 25, -2, 1206, 1230, -600
1740, 0, 25, -1, 1206, 1226, -525
1741, 0, 25, -2, 1206, 1224, -450
1742, 0, 25, -2, 1206, 1220, -350
1743, 0, 25, -1, 1206, 1217, -300
1744, 0, 25, -2, 1206, 1214, -200
1745, 0, 25, -1, 1206, 1211, -125
1746, 0, 25, -2, 1206, 1208, -50
1747, 0, 25, -1, 1206, 1206, 0
1748, 0, 25, 0, 1206, 1206, 0
1749, 0, 25, 0, 1206, 1206, 0
1750, 0, 25, 0, 1206, 1206, 0
