USB Serial Initialized
Ticks, Kd, Kp, V, Pr, Pm, T
301, 0, 25, 0, 1, 0, 25
302, 0, 25, 1, 1, 1, 0
303, 0, 25, 0, 1, 2, 0
304, 0, 25, 0, 1, 2, -25
305, 0, 25, -1, 1, 0, -25
306, 0, 25, 0, 1, 0, 25
307, 0, 25, 0, 1, 0, 25
308, 0, 25, 0, 1, 0, 25
309, 0, 25, 0, 1, 2, 25
310, 0, 25, 0, 1, 2, -25
311, 0, 25, 0, 1, 2, -25
312, 0, 25, 0, 1, 2, -25
313, 0, 25, -2, 1, 0, -25
314, 0, 25, 0, 1, 0, 25
315, 0, 25, 0, 1, 0, 25
316, 0, 25, 1, 1, 1, 0
317, 0, 25, 0, 1, 2, 0
318, 0, 25, 0, 1, 2, -25
319, 0, 25, -1, 1, 0, -25
320, 0, 25, 0, 1, 0, 25
321, 0, 25, 0, 1, 0, 25
322, 0, 25, 0, 1, 0, 25
323, 0, 25, 0, 1, 2, 25
324, 0, 25, 0, 1, 2, -25
325, 0, 25, 0, 1, 2, -25
326, 0, 25, 0, 1, 2, -25
327, 0, 25, -1, 1, 0, -25
328, 0, 25, 0, 1, 0, 25
329, 0, 25, 0, 1, 0, 25
330, 0, 25, 0, 1, 0, 25
331, 0, 25, 1, 1, 2, 25
332, 0, 25, 0, 1, 2, -25
333, 0, 25, 0, 1, 2, -25
334, 0, 25, 0, 1, 2, -25
335, 0, 25, -1, 1, 0, -25
336, 0, 25, 0, 1, 0, 25
337, 0, 25, 0, 1, 0, 25
338, 0, 25, 0, 1, 0, 25
339, 0, 25, 1, 1, 2, 25
340, 0, 25, 0, 1, 2, -25
341, 0, 25, 0, 1, 2, -25
342, 0, 25, 0, 1, 2, -25
343, 0, 25, -1, 1, 0, -25
344, 0, 25, 0, 1, 0, 25
345, 0, 25, 0, 1, 0, 25
346, 0, 25, 0, 1, 0, 25
347, 0, 25, 1, 1, 2, 25
348, 0, 25, 0, 1, 2, -25
349, 0, 25, 0, 1, 2, -25
350, 0, 25, 0, 1, 2, -25
351, 0, 25, -1, 1, 0, -25
352, 0, 25, 0, 1, 0, 25
353, 0, 25, 0, 1, 0, 25
354, 0, 25, 0, 1, 1, 25
355, 0, 25, 0, 1, 2, 25
356, 0, 25, 0, 1, 2, -25
357, 0, 25, 0, 1, 2, -25
358, 0, 25, 0, 1, 2, -25
359, 0, 25, -2, 1, 0, -25
360, 0, 25, 0, 1, 0, 25
361, 0, 25, 0, 1, 0, 25
362, 0, 25, 1, 1, 1, 0
363, 0, 25, 0, 1, 2, 0
364, 0, 25, 0, 1, 2, -25
365, 0, 25, -1, 1, 0, -25
366, 0, 25, 0, 1, 0, 25
367, 0, 25, 0, 1, 0, 25
368, 0, 25, 0, 1, 1, 25
369, 0, 25, 0, 1, 2, 25
370, 0, 25, 0, 1, 2, -25
371, 0, 25, 0, 1, 2, -25
372, 0, 25, 0, 1, 2, -25
373, 0, 25, -2, 1, 0, -25
374, 0, 25, 0, 1, 0, 25
375, 0, 25, 0, 1, 0, 25
376, 0, 25, 0, 1, 1, 25
377, 0, 25, 0, 1, 2, 25
378, 0, 25, 0, 1, 2, -25
379, 0, 25, 0, 1, 2, -25
380, 0, 25, 0, 1, 2, -25
381, 0, 25, -2, 1, 0, -25
382, 0, 25, 0, 1, 0, 25
383, 0, 25, 0, 1, 0, 25
384, 0, 25, 1, 1, 1, 0
385, 0, 25, 0, 1, 2, 0
386, 0, 25, 0, 1, 2, -25
387, 0, 25, -1, 1, 0, -25
388, 0, 25, 0, 1, 0, 25
389, 0, 25, 0, 1, 0, 25
390, 0, 25, 1, 1, 1, 0
391, 0, 25, 0, 1, 2, 0
392, 0, 25, 0, 1, 2, -25
393, 0, 25, -1, 1, 0, -25
394, 0, 25, 0, 1, 0, 25
395, 0, 25, 0, 1, 0, 25
396, 0, 25, 1, 1, 1, 0
397, 0, 25, 0, 1, 2, 0
398, 0, 25, 0, 1, 2, -25
399, 0, 25, -1, 1, 0, -25
400, 0, 25, 0, 1, 0, 25
401, 0, 25, 0, 1, 0, 25
402, 0, 25, 0, 1, 0, 25
403, 0, 25, 2, 1, 2, 25
404, 0, 25, 0, 1, 2, -25
405, 0, 25, 0, 1, 2, -25
406, 0, 25, 0, 1, 2, -25
407, 0, 25, -1, 1, 0, -25
408, 0, 25, 0, 1, 0, 25
409, 0, 25, 0, 1, 0, 25
410, 0, 25, 0, 1, 1, 25
411, 0, 25, 0, 1, 2, 25
412, 0, 25, 0, 1, 2, -25
413, 0, 25, 0, 1, 2, -25
414, 0, 25, 0, 1, 2, -25
415, 0, 25, -2, 1, 0, -25
416, 0, 25, 0, 1, 0, 25
417, 0, 25, 0, 1, 0, 25
418, 0, 25, 0, 1, 0, 25
419, 0, 25, 0, 1, 2, 25
420, 0, 25, 0, 1, 2, -25
421, 0, 25, 0, 1, 2, -25
422, 0, 25, 0, 1, 2, -25
423, 0, 25, -1, 1, 0, -25
424, 0, 25, 0, 1, 0, 25
425, 0, 25, 0, 1, 0, 25
426, 0, 25, 0, 1, 1, 25
427, 0, 25, 0, 1, 2, 25
428, 0, 25, 0, 1, 2, -25
429, 0, 25, 0, 1, 2, -25
430, 0, 25, 0, 1, 2, -25
431, 0, 25, -2, 1, 0, -25
432, 0, 25, 0, 1, 0, 25
433, 0, 25, 0, 1, 0, 25
434, 0, 25, 1, 1, 1, 0
435, 0, 25, 0, 1, 2, 0
436, 0, 25, 0, 1, 2, -25
437, 0, 25, -1, 1, 0, -25
438, 0, 25, 0, 1, 0, 25
439, 0, 25, 0, 1, 0, 25
440, 0, 25, 0, 1, 0, 25
441, 0, 25, 0, 1, 2, 25
442, 0, 25, 0, 1, 2, -25
443, 0, 25, 0, 1, 2, -25
444, 0, 25, 0, 1, 2, -25
445, 0, 25, -1, 1, 0, -25
446, 0, 25, 0, 1, 0, 25
447, 0, 25, 0, 1, 0, 25
448, 0, 25, 0, 1, 1, 25
449, 0, 25, 0, 1, 2, 25
450, 0, 25, 0, 1, 2, -25
451, 0, 25, 0, 1, 2, -25
452, 0, 25, 0, 1, 2, -25
453, 0, 25, -2, 1, 0, -25
454, 0, 25, 0, 1, 0, 25
455, 0, 25, 0, 1, 0, 25
456, 0, 25, 1, 1, 1, 0
